"Station Name","CHELSEA"
"Province","QUEBEC"
"Latitude","45.52"
"Longitude","-75.78"
"Elevation","112.50"
"Climate Identifier","7031360"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1947-09","1947","09","20.1","","8.9","","14.5","","30.0","","-0.6","S","125.0","","0.0","","125.0","","","M",,"",,""
"1947-10","1947","10","18.4","","5.8","","12.1","","26.1","","-2.2","","17.8","","0.0","","17.8","","","M",,"",,""
"1947-11","1947","11","5.1","","-3.2","","1.0","","15.6","S","-13.3","S","33.8","","30.0","","63.8","","15","",,"",,""
"1947-12","1947","12","-5.3","","-13.3","","-9.3","","5.0","","-22.8","S","9.7","","33.8","","43.4","","","M",,"",,""
"1948-01","1948","01","-8.2","","-19.4","","-13.8","","2.8","","-32.2","S","0.0","","52.8","","52.8","","","",,"",,""
"1948-02","1948","02","-5.6","","-22.9","","-14.3","","6.7","","-35.6","S","21.6","","48.3","","69.9","","","",,"",,""
"1948-03","1948","03","1.6","","-14.3","","-6.4","","12.8","","-27.8","S","101.3","","26.7","","128.0","","","",,"",,""
"1948-04","1948","04","11.7","","-1.7","","5.0","","21.7","S","-8.3","","59.4","","1.3","","60.7","","","",,"",,""
"1948-05","1948","05","17.3","","5.2","","11.3","","25.6","","0.6","S","70.1","","0.0","","70.1","","","",,"",,""
"1948-06","1948","06","22.7","","10.4","","16.6","","30.0","","2.8","","55.4","","0.0","","55.4","","","",,"",,""
"1948-07","1948","07","26.3","","14.1","","20.2","","32.2","S","11.1","S","96.3","","0.0","","96.3","","","",,"",,""
"1948-08","1948","08","25.7","","14.2","","20.0","","34.4","","7.2","","93.2","","0.0","","93.2","","","",,"",,""
"1948-09","1948","09","21.9","","10.5","","16.2","","28.9","","4.4","S","15.2","","0.0","","15.2","","","",,"",,""
"1948-10","1948","10","12.5","","2.9","","7.7","","21.1","S","-3.3","","67.1","","0.0","","67.1","","","",,"",,""
"1948-11","1948","11","8.3","","1.5","","4.9","","18.9","","-6.7","","119.9","","3.3","","123.2","","","",,"",,""
"1948-12","1948","12","-0.6","","-7.8","","-4.2","","7.8","","-21.7","","33.8","","74.4","","108.2","","","",,"",,""
"1949-01","1949","01","-4.2","","-13.3","","-8.8","","10.0","","-26.7","S","18.0","","51.6","","69.6","","","M",,"",,""
"1949-02","1949","02","-2.3","","-13.3","","-7.8","","7.2","","-28.3","","18.3","","33.0","","51.3","","76","",,"",,""
"1949-03","1949","03","0.4","","-9.5","","-4.6","","9.4","","-26.1","","20.1","","55.4","","75.4","","53","",,"",,""
"1949-04","1949","04","10.7","","0.3","","5.5","","22.2","","-4.4","","73.2","","2.5","","75.7","","","M",,"",,""
"1949-05","1949","05","18.7","","6.1","","12.4","","27.8","","-1.7","","69.6","","0.0","","69.6","","","M",,"",,""
"1949-06","1949","06","25.2","","14.6","","19.9","","31.1","","5.0","","61.5","","0.0","","61.5","","","M",,"",,""
"1949-07","1949","07","28.3","","15.7","","22.0","","36.1","","11.1","","61.2","","0.0","","61.2","","","M",,"",,""
"1949-08","1949","08","27.1","","14.8","","21.0","","34.4","S","9.4","S","84.3","","0.0","","84.3","","","M",,"",,""
"1949-09","1949","09","18.5","","8.4","","13.5","","30.0","","0.6","","102.1","","0.0","","102.1","","","M",,"",,""
"1949-10","1949","10","15.7","","4.9","","10.3","","27.2","","-5.6","","33.3","","0.0","","33.3","","","M",,"",,""
"1949-11","1949","11","2.3","","-5.6","","-1.7","","13.3","","-17.8","S","35.3","","32.5","","67.8","","","M",,"",,""
"1949-12","1949","12","-1.4","","-10.3","","-5.9","","11.7","","-23.3","","83.8","","33.5","","117.3","","","M",,"",,""
"1950-01","1950","01","-2.0","","-13.2","","-7.6","","10.6","S","-25.6","S","55.1","","54.1","","109.2","","","M",,"",,""
"1950-02","1950","02","-6.4","","-18.2","","-12.3","","3.9","","-28.9","","0.0","","111.0","","111.0","","","M",,"",,""
"1950-03","1950","03","-1.3","","-14.9","","-8.1","","11.1","","-32.2","","15.5","","58.4","","73.9","","","M",,"",,""
"1950-04","1950","04","7.5","","-3.4","","2.1","","16.1","","-12.2","S","63.0","","5.8","","68.8","","","M",,"",,""
"1950-05","1950","05","18.1","","5.3","","11.7","","26.7","","-3.3","","53.8","","0.0","","53.8","","","M",,"",,""
"1950-06","1950","06","23.4","","10.9","","17.2","","31.1","","4.4","","77.7","","0.0","","77.7","","","M",,"",,""
"1950-07","1950","07","25.1","","14.3","","19.7","","31.1","","10.0","S","102.1","","0.0","","102.1","","","M",,"",,""
"1950-08","1950","08","23.3","","12.2","","17.8","","28.3","","7.2","","88.6","","0.0","","88.6","","","M",,"",,""
"1950-09","1950","09","17.7","","6.6","","12.2","","25.0","","-1.7","","28.4","","0.0","","28.4","","","M",,"",,""
"1950-10","1950","10","13.4","","4.0","","8.7","","26.7","","-3.9","S","46.0","","0.0","","46.0","","","M",,"",,""
"1950-11","1950","11","5.4","","-2.1","","1.7","","19.4","","-10.0","","80.5","","17.3","","97.8","","","M",,"",,""
"1950-12","1950","12","-3.3","","-11.5","","-7.4","","3.3","","-31.1","S","24.4","","70.4","","94.7","","33","",,"",,""
"1951-01","1951","01","-4.7","","-15.8","","-10.3","","6.7","","-30.6","","45.5","","68.6","","114.0","","","",,"",,""
"1951-02","1951","02","-3.9","","-16.1","","-10.0","","6.1","","-36.7","","22.1","","37.6","","59.7","","","",,"",,""
"1951-03","1951","03","2.3","","-7.0","","-2.4","","8.9","","-16.1","","38.1","","56.6","","94.7","","","",,"",,""
"1951-04","1951","04","10.4","","1.1","","5.8","","18.3","","-2.8","S","115.8","","0.0","T","115.8","","","",,"",,""
"1951-05","1951","05","19.6","","6.2","","12.9","","28.3","S","-0.6","","36.1","","0.0","","36.1","","","",,"",,""
"1951-06","1951","06","21.8","","11.3","","16.6","","28.3","","6.1","","103.6","","0.0","","103.6","","","",,"",,""
"1951-07","1951","07","25.2","","14.0","","19.6","","30.6","","10.6","S","63.8","","0.0","","63.8","","","",,"",,""
"1951-08","1951","08","23.1","","12.3","","17.7","","28.9","","5.6","","69.9","","0.0","","69.9","","","",,"",,""
"1951-09","1951","09","19.4","","8.4","","13.9","","29.4","","0.6","","47.5","","0.0","","47.5","","","",,"",,""
"1951-10","1951","10","13.8","","3.8","","8.8","","25.0","","-1.1","S","42.4","","0.0","","42.4","","","",,"",,""
"1951-11","1951","11","1.8","","-6.0","","-2.1","","12.8","","-16.1","","44.2","","46.5","","90.7","","","",,"",,""
"1951-12","1951","12","-2.8","","-13.6","","-8.2","","13.9","","-33.3","","14.5","","108.7","","123.2","","","",,"",,""
"1952-01","1952","01","-4.8","","-17.7","","-11.3","","7.2","","-34.4","S","18.3","","66.5","","84.8","","","",,"",,""
"1952-02","1952","02","-2.2","","-12.8","","-7.5","","5.0","","-22.2","S","15.0","","45.2","","60.2","","","",,"",,""
"1952-03","1952","03","1.4","","-8.8","","-3.7","","8.3","","-21.1","","35.1","","41.9","","77.0","","","",,"",,""
"1952-04","1952","04","12.6","","0.7","","6.7","","25.6","","-7.8","","35.8","","0.0","","35.8","","","",,"",,""
"1952-05","1952","05","15.6","","5.9","","10.8","","23.3","","1.1","","136.9","","0.0","","136.9","","","",,"",,""
"1952-06","1952","06","23.6","","11.4","","17.5","","29.4","","6.1","","105.7","","0.0","","105.7","","","",,"",,""
"1952-07","1952","07","27.6","","15.4","","21.5","","33.3","","7.8","","130.3","","0.0","","130.3","","","",,"",,""
"1952-08","1952","08","24.4","","13.3","","18.9","","31.1","","8.9","S","120.7","","0.0","","120.7","","","",,"",,""
"1952-09","1952","09","20.3","","9.7","","15.0","","28.9","S","1.1","","60.2","","0.0","","60.2","","","",,"",,""
"1952-10","1952","10","10.9","","0.8","","5.9","","20.6","","-5.0","","41.7","","0.0","T","41.7","","","",,"",,""
"1952-11","1952","11","5.8","","-0.9","","2.5","","16.1","","-9.4","","62.2","","1.3","","63.5","","","",,"",,""
"1952-12","1952","12","-0.8","","-7.7","","-4.3","","6.7","","-23.3","S","63.8","","37.3","","101.1","","","",,"",,""
"1953-01","1953","01","-2.4","","-14.0","","-8.2","","7.2","S","-26.1","","33.5","","38.1","","71.6","","","",,"",,""
"1953-02","1953","02","-2.1","","-12.8","","-7.5","","11.1","","-28.3","","7.4","","21.6","","29.0","","","",,"",,""
"1953-03","1953","03","3.3","","-6.5","","-1.6","","13.9","","-20.6","S","111.0","","9.4","","120.4","","","",,"",,""
"1953-04","1953","04","9.9","","1.0","","5.5","","17.8","","-3.9","","54.6","","0.0","T","54.6","","","",,"",,""
"1953-05","1953","05","19.8","","6.3","","13.1","","31.1","","0.0","","45.2","","0.0","","45.2","","","",,"",,""
"1953-06","1953","06","23.8","","11.3","","17.6","","32.2","","4.4","","69.9","","0.0","","69.9","","","",,"",,""
"1953-07","1953","07","25.8","","14.9","","20.4","","34.4","","8.9","S","54.1","","0.0","","54.1","","","",,"",,""
"1953-08","1953","08","25.4","","13.1","","19.3","","36.1","","8.3","S","52.8","","0.0","","52.8","","","",,"",,""
"1953-09","1953","09","19.7","","8.2","","14.0","","33.9","","0.0","S","97.5","","0.0","","97.5","","","",,"",,""
"1953-10","1953","10","15.0","","3.1","","9.1","","25.0","","-3.3","","18.0","","0.0","","18.0","","","",,"",,""
"1953-11","1953","11","8.0","","0.4","","4.2","","17.8","S","-6.1","","38.4","","0.0","","38.4","","","",,"",,""
"1953-12","1953","12","0.0","","-7.9","","-4.0","","10.0","","-22.8","","63.2","","50.8","","114.0","","","",,"",,""
"1954-01","1954","01","-9.8","","-20.4","","-15.1","","3.3","","-31.7","S","17.8","","76.7","","94.5","","","",,"",,""
"1954-02","1954","02","-0.8","","-12.2","","-6.5","","7.8","","-33.3","S","10.7","","67.3","","78.0","","","",,"",,""
"1954-03","1954","03","0.4","","-9.6","","-4.6","","8.3","","-16.7","","6.9","","57.2","","64.0","","","",,"",,""
"1954-04","1954","04","10.2","","-2.3","","4.0","","26.1","","-18.9","","120.7","","4.3","","125.0","","","",,"",,""
"1954-05","1954","05","17.1","","5.1","","11.1","","25.0","","-1.7","","78.7","","0.0","","78.7","","","",,"",,""
"1954-06","1954","06","22.4","","12.4","","17.4","","28.3","","8.9","","113.5","","0.0","","113.5","","","",,"",,""
"1954-07","1954","07","24.4","","13.1","","18.8","","30.6","","8.9","","42.9","","0.0","","42.9","","","",,"",,""
"1954-08","1954","08","23.1","","11.8","","17.5","","31.1","S","6.1","","70.9","","0.0","","70.9","","","",,"",,""
"1954-09","1954","09","17.1","","8.3","","12.7","","23.9","","2.2","","130.8","","0.0","","130.8","","","",,"",,""
"1954-10","1954","10","13.2","","4.7","","9.0","","23.3","S","-1.1","","68.6","","0.0","","68.6","","","",,"",,""
"1954-11","1954","11","4.7","","-2.3","","1.2","","12.8","S","-8.9","","100.1","","7.6","","107.7","","","",,"",,""
"1954-12","1954","12","-3.6","","-11.7","","-7.7","","2.8","","-20.6","S","17.0","","139.2","","156.2","","","",,"",,""
"1955-01","1955","01","-7.9","","-18.3","","-13.1","","3.3","","-33.9","S","3.6","","67.3","","70.9","","","",,"",,""
"1955-02","1955","02","-4.3","","-17.2","","-10.8","","3.9","","-32.8","","2.3","","52.1","","54.4","","","",,"",,""
"1955-03","1955","03","-0.3","","-10.8","","-5.6","","11.1","","-21.1","","36.8","","74.4","","111.3","","","",,"",,""
"1955-04","1955","04","11.7","","0.4","","6.1","","22.8","","-7.8","","45.0","","0.0","","45.0","","","",,"",,""
"1955-05","1955","05","20.3","","7.6","","14.0","","28.3","","0.0","","45.0","","0.0","","45.0","","","",,"",,""
"1955-06","1955","06","25.3","","13.3","","19.3","","31.7","","10.0","S","54.1","","0.0","","54.1","","","",,"",,""
"1955-07","1955","07","29.6","","15.4","","22.5","","36.1","","11.1","S","27.4","","0.0","","27.4","","","",,"",,""
"1955-08","1955","08","27.5","","15.5","","21.5","","35.0","","7.8","S","87.9","","0.0","","87.9","","","",,"",,""
"1955-09","1955","09","20.2","","6.9","","13.6","","30.6","","1.7","S","74.4","","0.0","","74.4","","","",,"",,""
"1955-10","1955","10","13.2","","4.4","","8.8","","23.9","","-2.2","S","152.9","","3.8","","156.7","","","",,"",,""
"1955-11","1955","11","4.1","","-3.8","","0.2","","13.9","S","-11.7","S","21.6","","19.1","","40.6","","","",,"",,""
"1955-12","1955","12","-6.3","","-15.4","","-10.9","","1.7","","-31.7","","2.5","","48.3","","50.8","","","",,"",,""
"1956-01","1956","01","-4.9","","-13.6","","-9.3","","7.8","","-28.9","S","6.1","","43.2","","49.3","","","M",,"",,""
"1956-02","1956","02","-3.2","","-16.6","","-9.9","","2.8","","-26.7","","7.1","","78.7","","85.9","","0","",,"",,""
"1956-03","1956","03","-0.6","","-15.3","","-8.0","","7.2","","-23.3","S","2.3","","57.2","","59.4","","0","",,"",,""
"1956-04","1956","04","7.6","","-2.3","","2.7","","13.9","","-11.1","","111.3","","0.0","","111.3","","","M",,"",,""
"1956-05","1956","05","15.2","","1.9","","8.6","","28.9","","-5.0","","106.4","","0.0","","106.4","","0","",,"",,""
"1956-06","1956","06","23.0","","11.3","","17.2","","33.9","","5.0","","49.5","","0.0","","49.5","","0","",,"",,""
"1956-07","1956","07","23.1","","12.4","","17.8","","27.8","S","9.4","S","85.1","","0.0","","85.1","","0","",,"",,""
"1956-08","1956","08","22.9","","11.8","","17.4","","29.4","","7.2","","130.8","","0.0","","130.8","","0","",,"",,""
"1956-09","1956","09","16.9","","6.3","","11.6","","26.1","S","-0.6","","34.0","","0.0","","34.0","","0","",,"",,""
"1956-10","1956","10","14.4","","1.6","","8.0","","24.4","","-2.8","S","37.8","","0.0","","37.8","","0","",,"",,""
"1956-11","1956","11","4.9","","-2.7","","1.1","","16.7","S","-17.8","","40.6","","53.3","","94.0","","30","",,"",,""
"1956-12","1956","12","-2.5","","-12.1","","-7.3","","6.1","","-27.8","","13.5","","45.0","","58.4","","0","",,"",,""
"1957-01","1957","01","-9.4","","-22.7","","-16.1","","6.7","","-40.0","","26.4","","76.2","","102.6","","","M",,"",,""
"1957-02","1957","02","-2.7","","-14.7","","-8.7","","3.9","","-27.8","","22.6","","28.7","","51.3","","","M",,"",,""
"1957-03","1957","03","2.8","","-8.7","","-3.0","","11.7","","-19.4","","6.1","","3.8","","9.9","","","M",,"",,""
"1957-04","1957","04","11.6","","-0.6","","5.5","","26.1","","-10.0","","51.8","","1.3","","53.1","","","M",,"",,""
"1957-05","1957","05","17.2","","4.7","","11.0","","27.8","","-1.7","","48.0","","0.0","","48.0","","0","",,"",,""
"1957-06","1957","06","24.1","","12.3","","18.2","","32.8","","4.4","","170.9","","0.0","","170.9","","0","",,"",,""
"1957-07","1957","07","25.3","","13.6","","19.5","","30.6","","6.1","","70.1","","0.0","","70.1","","0","",,"",,""
"1957-08","1957","08","23.3","","10.8","","17.1","","31.7","","4.4","","18.3","","0.0","","18.3","","0","",,"",,""
"1957-09","1957","09","19.7","","8.2","","14.0","","28.9","","-1.1","","191.3","","0.0","","191.3","","0","",,"",,""
"1957-10","1957","10","13.3","","2.3","","7.8","","22.2","S","-5.0","S","86.1","","0.0","","86.1","","","M",,"",,""
"1957-11","1957","11","6.0","","-2.1","","2.0","","14.4","","-16.1","","79.8","","3.3","","83.1","","","M",,"",,""
"1957-12","1957","12","-0.3","","-9.6","","-5.0","","11.7","","-21.1","S","48.3","","38.1","","86.4","","","M",,"",,""
"1958-01","1958","01","-4.4","","-14.3","","-9.4","","2.8","S","-26.1","","11.9","","33.0","","45.0","","","M",,"",,""
"1958-02","1958","02","-7.7","","-18.6","","-13.2","","2.8","","-30.0","","8.4","","71.1","","79.5","","","M",,"",,""
"1958-03","1958","03","4.2","","-4.1","","0.1","","11.1","","-10.6","S","0.0","","34.3","","34.3","","","M",,"",,""
"1958-04","1958","04","12.8","","0.4","","6.6","","23.9","","-7.2","","36.1","","3.8","","39.9","","","M",,"",,""
"1958-05","1958","05","15.4","","3.5","","9.5","","27.2","","-2.2","","40.9","","0.0","T","40.9","","","M",,"",,""
"1958-06","1958","06","19.9","","7.3","","13.6","","28.3","","1.1","","81.5","","0.0","","81.5","","","M",,"",,""
"1958-07","1958","07","24.4","","13.4","","18.9","","30.6","","9.4","S","125.2","","0.0","","125.2","","","M",,"",,""
"1958-08","1958","08","23.9","","11.6","","17.8","","30.6","","6.1","","99.3","","0.0","","99.3","","","M",,"",,""
"1958-09","1958","09","18.9","","8.4","","13.7","","27.2","","3.3","S","154.2","","0.0","","154.2","","","M",,"",,""
"1958-10","1958","10","12.5","","2.1","","7.3","","22.2","","-3.3","","65.5","","0.0","","65.5","","","M",,"",,""
"1958-11","1958","11","5.8","","-2.9","","1.5","","15.6","","-17.8","","46.2","","32.5","","78.7","","","M",,"",,""
"1958-12","1958","12","-8.1","","-20.8","","-14.5","","2.8","","-32.8","","0.0","","95.5","","95.5","","51","",,"",,""
"1959-01","1959","01","-6.7","","-18.7","","-12.7","","7.2","","-32.2","","6.4","","85.1","","91.4","","66","",,"",,""
"1959-02","1959","02","-6.7","","-24.4","","-15.6","","2.8","S","-34.4","S","3.0","","63.5","","66.5","","81","",,"",,""
"1959-03","1959","03","0.6","","-14.2","","-6.8","","8.9","","-26.7","","9.9","","37.6","","47.5","","66","",,"",,""
"1959-04","1959","04","10.4","","-2.2","","4.1","","18.9","","-8.3","","34.0","","0.0","","34.0","","","M",,"",,""
"1959-05","1959","05","19.8","","5.3","","12.6","","27.8","S","-2.2","","50.3","","0.0","","50.3","","","M",,"",,""
"1959-06","1959","06","23.3","","12.4","","17.9","","33.3","","6.7","","39.9","","0.0","","39.9","","","M",,"",,""
"1959-07","1959","07","27.7","","15.1","","21.4","","33.3","","11.7","S","62.5","","0.0","","62.5","","","M",,"",,""
"1959-08","1959","08","26.6","","15.9","","21.3","","32.8","","7.2","","138.9","","0.0","","138.9","","","M",,"",,""
"1959-09","1959","09","21.5","","10.3","","15.9","","29.4","","0.0","","154.9","","0.0","","154.9","","","M",,"",,""
"1959-10","1959","10","11.0","","2.6","","6.8","","23.9","","-5.6","","76.2","","6.4","","82.6","","","M",,"",,""
"1959-11","1959","11","3.3","","-4.4","","-0.6","","17.2","S","-14.4","","45.5","","45.7","","91.2","","18","",,"",,""
"1959-12","1959","12","-2.4","","-10.0","","-6.2","","4.4","S","-22.2","S","19.8","","66.8","","86.6","","","M",,"",,""
"1960-01","1960","01","-5.8","","-16.1","","-11.0","","2.8","","-27.8","","0.0","T","59.9","","59.9","","61","",,"",,""
"1960-02","1960","02","-2.3","","-12.1","","-7.2","","4.4","","-22.2","","39.1","","90.9","","130.0","","","M",,"",,""
"1960-03","1960","03","-1.6","","-13.7","","-7.7","","6.7","","-25.0","","19.8","","18.0","","37.8","","66","",,"",,""
"1960-04","1960","04","9.5","","-0.4","","4.6","","22.8","","-8.9","","84.6","","0.0","T","84.6","","","M",,"",,""
"1960-05","1960","05","20.7","","9.3","","15.0","","27.2","S","-1.1","","107.4","","0.0","","107.4","","","M",,"",,""
"1960-06","1960","06","22.8","","11.6","","17.2","","28.3","","6.1","","50.3","","0.0","","50.3","","","M",,"",,""
"1960-07","1960","07","24.6","","12.7","","18.7","","30.0","","8.3","","66.8","","0.0","","66.8","","","M",,"",,""
"1960-08","1960","08","25.6","","12.5","","19.1","","30.6","S","7.8","S","41.7","","0.0","","41.7","","","M",,"",,""
"1960-09","1960","09","19.9","","9.2","","14.6","","30.6","","2.8","S","41.1","","0.0","","41.1","","","M",,"",,""
"1960-10","1960","10","12.5","","1.9","","7.2","","18.3","","-3.9","S","61.5","","0.0","","61.5","","","M",,"",,""
"1960-11","1960","11","6.9","","-0.7","","3.1","","15.0","","-7.2","","64.0","","1.5","","65.5","","","M",,"",,""
"1960-12","1960","12","-4.1","","-14.6","","-9.4","","11.7","","-30.0","","6.1","","66.3","","72.4","","20","",,"",,""
"1961-01","1961","01","-9.2","","-21.1","","-15.2","","4.4","","-30.0","","0.0","","28.2","","28.2","","33","",,"",,""
"1961-02","1961","02","-2.3","","-14.6","","-8.5","","6.7","","-30.0","","59.9","","4.6","","64.5","","","M",,"",,""
"1961-03","1961","03","1.2","","-10.1","","-4.5","","14.4","","-21.1","","16.0","","31.8","","47.8","","18","",,"",,""
"1961-04","1961","04","8.6","","-0.7","","4.0","","18.9","","-4.4","","57.7","","19.8","","77.5","","","M",,"",,""
"1961-05","1961","05","16.1","","4.2","","10.2","","28.9","","-2.2","S","68.6","","0.0","T","68.6","","","M",,"",,""
"1961-06","1961","06","21.7","","9.5","","15.6","","29.4","","3.3","","94.5","","0.0","","94.5","","","M",,"",,""
"1961-07","1961","07","24.7","","14.7","","19.7","","30.6","","7.8","","108.5","","0.0","","108.5","","","M",,"",,""
"1961-08","1961","08","24.5","","13.4","","19.0","","29.4","","8.9","","85.9","","0.0","","85.9","","","M",,"",,""
"1961-09","1961","09","23.1","","11.8","","17.5","","31.1","S","2.2","","47.0","","0.0","","47.0","","","M",,"",,""
"1961-10","1961","10","15.2","","4.1","","9.7","","23.3","","-2.8","","26.9","","0.0","","26.9","","","M",,"",,""
"1961-11","1961","11","5.4","","-2.2","","1.6","","22.2","","-7.8","","59.4","","5.8","","65.3","","","M",,"",,""
"1961-12","1961","12","-2.0","","-10.6","","-6.3","","8.9","","-22.8","","44.5","","31.2","","75.7","","","M",,"",,""
"1962-01","1962","01","-6.7","","-18.8","","-12.8","","4.4","","-29.4","S","21.3","","52.8","","74.2","","48","",,"",,""
"1962-02","1962","02","-7.1","","-21.4","","-14.3","","7.2","","-36.1","","10.4","","73.4","","83.8","","71","",,"",,""
"1962-03","1962","03","3.7","","-9.2","","-2.8","","14.4","S","-26.7","","1.8","","37.1","","38.9","","46","",,"",,""
"1962-04","1962","04","9.2","","-2.3","","3.5","","28.9","","-11.7","","91.9","","","M","","M","0","",,"",,""
"1962-05","1962","05","20.1","","6.9","","13.5","","32.8","","-1.1","","50.0","","0.0","","50.0","","0","",,"",,""
"1962-06","1962","06","23.8","","11.2","","17.5","","30.0","S","6.7","","85.9","","0.0","","85.9","","0","",,"",,""
"1962-07","1962","07","23.6","","12.0","","17.8","","32.8","","8.3","","80.0","","0.0","","80.0","","0","",,"",,""
"1962-08","1962","08","24.6","","12.8","","18.7","","31.1","","9.4","","51.6","","0.0","","51.6","","0","",,"",,""
"1962-09","1962","09","17.4","","7.8","","12.6","","28.3","","1.7","S","75.2","","0.0","","75.2","","0","",,"",,""
"1962-10","1962","10","11.4","","3.6","","7.5","","23.3","","-5.0","","101.9","","10.9","","112.8","","5","",,"",,""
"1962-11","1962","11","3.8","","-4.6","","-0.4","","7.8","S","-9.4","","40.9","","17.5","","58.4","","0","",,"",,""
"1962-12","1962","12","-4.3","","-13.8","","-9.1","","10.0","","-27.2","S","13.2","","52.1","","65.3","","","M",,"",,""
"1963-01","1963","01","-7.5","","-18.7","","-13.1","","1.7","","-33.9","","0.5","","37.6","","38.1","","","M",,"",,""
"1963-02","1963","02","-7.8","","-22.6","","-15.2","","1.7","","-35.0","","2.3","","59.9","","62.2","","","M",,"",,""
"1963-03","1963","03","0.9","","-12.7","","-5.9","","16.7","","-23.3","","22.1","","53.3","","75.4","","","M",,"",,""
"1963-04","1963","04","10.1","","-1.7","","4.2","","22.2","","-9.4","S","85.9","","3.0","","88.9","","","M",,"",,""
"1963-05","1963","05","17.5","","4.7","","11.1","","26.1","","-1.1","S","53.1","","12.7","","65.8","","0","",,"",,""
"1963-06","1963","06","25.4","","12.2","","18.8","","33.3","","6.1","","53.8","","0.0","","53.8","","0","",,"",,""
"1963-07","1963","07","26.6","","15.2","","20.9","","34.4","","8.3","","85.9","","0.0","","85.9","","0","",,"",,""
"1963-08","1963","08","21.8","","11.8","","16.8","","28.9","S","7.2","S","84.6","","0.0","","84.6","","0","",,"",,""
"1963-09","1963","09","17.7","","6.2","","12.0","","25.6","","0.6","S","109.7","","0.0","","109.7","","0","",,"",,""
"1963-10","1963","10","17.3","","5.1","","11.2","","23.9","S","-1.1","","15.5","","0.0","","15.5","","0","",,"",,""
"1963-11","1963","11","7.2","","0.4","","3.8","","16.7","","-10.0","","138.4","","17.3","","155.7","","","M",,"",,""
"1963-12","1963","12","-8.9","","-17.8","","-13.4","","2.2","","-30.6","","10.9","","43.9","","54.9","","","M",,"",,""
"1964-01","1964","01","-2.8","","-12.5","","-7.7","","5.6","","-25.0","","29.2","","45.5","","74.7","","","M",,"",,""
"1964-02","1964","02","-3.8","","-15.7","","-9.8","","3.9","","-30.0","","0.0","","22.9","","22.9","","","M",,"",,""
"1964-03","1964","03","1.8","","-7.7","","-3.0","","11.7","","-15.6","","25.9","","24.4","","50.3","","","M",,"",,""
"1964-04","1964","04","10.6","","-0.4","","5.1","","22.2","","-14.4","","51.6","","5.3","","56.9","","0","",,"",,""
"1964-05","1964","05","20.8","","8.2","","14.5","","32.8","","1.7","","59.4","","0.0","","59.4","","0","",,"",,""
"1964-06","1964","06","23.5","","11.3","","17.4","","34.4","","2.2","","","M","0.0","","","M","0","",,"",,""
"1964-07","1964","07","26.4","","16.4","","21.4","","34.4","","10.0","","80.3","","0.0","","80.3","","0","",,"",,""
"1964-08","1964","08","22.1","","12.0","","17.1","","28.9","","7.8","","73.2","","0.0","","73.2","","0","",,"",,""
"1964-09","1964","09","18.4","","8.7","","13.6","","26.1","","0.6","","46.2","","0.0","","46.2","","0","",,"",,""
"1964-10","1964","10","11.7","","2.0","","6.9","","23.9","","-3.9","","53.3","","0.0","","53.3","","0","",,"",,""
"1964-11","1964","11","4.7","","-2.4","","1.2","","11.7","","-13.9","","56.6","","17.3","","73.9","","0","",,"",,""
"1964-12","1964","12","-3.2","","-10.3","","-6.8","","6.1","S","-21.1","","50.3","","48.3","","98.6","","","M",,"",,""
"1965-01","1965","01","-7.1","","-16.8","","-12.0","","8.9","","-32.2","","10.9","","53.8","","64.8","","","M",,"",,""
"1965-02","1965","02","-5.5","","-17.0","","-11.3","","5.6","","-32.2","","25.9","","47.2","","73.2","","","M",,"",,""
"1965-03","1965","03","0.7","","-8.8","","-4.1","","9.4","","-18.3","","0.8","","21.3","","22.1","","","M",,"",,""
"1965-04","1965","04","8.2","","-2.2","","3.0","","18.3","","-15.6","","50.5","","0.0","","50.5","","0","",,"",,""
"1965-05","1965","05","19.9","","6.9","","13.4","","30.6","","-0.6","S","36.3","","0.0","","36.3","","0","",,"",,""
"1965-06","1965","06","23.2","","11.3","","17.3","","32.2","","3.9","","32.0","","0.0","","32.0","","0","",,"",,""
"1965-07","1965","07","23.6","","12.5","","18.1","","28.9","","7.8","","77.7","","0.0","","77.7","","0","",,"",,""
"1965-08","1965","08","22.8","","13.0","","17.9","","31.1","","4.4","","201.7","","0.0","","201.7","","0","",,"",,""
"1965-09","1965","09","19.3","","9.8","","14.6","","29.4","","-0.6","S","102.4","","0.0","","102.4","","0","",,"",,""
"1965-10","1965","10","11.2","","3.8","","7.5","","21.7","","-4.4","","132.3","","0.5","","132.8","","0","",,"",,""
